Timestamp,Node_ID,Latitude,Longitude,Soil_Moisture,Pore_Water_Pressure,Tilt_X,Tilt_Y,Rainfall_24h
2023-06-01 09:00:00,NODE_02,27.35987,88.66507,27.11,20.53,0.0049,-0.0065,5.87
2023-06-01 09:00:00,NODE_03,27.32649,88.60522,27.44,20.3,0.0076,0.0109,5.87
2023-06-01 09:00:00,NODE_04,27.36949,88.5676,26.77,20.82,0.0178,-0.0105,5.87
2023-06-01 09:00:00,NODE_05,27.35503,88.67429,26.42,20.04,-0.0069,0.0116,5.87
2023-06-01 09:00:00,NODE_06,27.3375,88.61639,27.51,20.05,0.0159,0.0044,5.87
2023-06-01 09:00:00,NODE_07,27.35687,88.65051,27.29,20.68,0.0003,-0.0177,5.87
2023-06-01 09:00:00,NODE_08,27.3729,88.65823,27.29,19.98,-0.0012,-0.0046,5.87
2023-06-01 09:00:00,NODE_09,27.32405,88.62626,26.65,20.38,0.024,-0.0073,5.87
2023-06-01 09:00:00,NODE_10,27.28763,88.57017,26.29,21.33,0.009,-0.0125,5.87
2023-06-01 10:00:00,NODE_01,27.29535,88.6231,26.77,20.64,-0.0128,-0.0121,5.87
2023-06-01 10:00:00,NODE_02,27.35987,88.66507,27.09,20.48,-0.0062,0.0128,5.87
2023-06-01 10:00:00,NODE_03,27.32649,88.60522,27.26,20.22,-0.0207,-0.0069,5.87
2023-06-01 10:00:00,NODE_04,27.36949,88.5676,27.12,20.65,0.0063,0.0049,5.87
2023-06-01 10:00:00,NODE_05,27.35503,88.67429,26.78,21.12,-0.0054,0.0045,5.87
2023-06-01 10:00:00,NODE_06,27.3375,88.61639,26.61,21.07,0.0022,-0.0212,5.87
2023-06-01 10:00:00,NODE_07,27.35687,88.65051,26.6,21.01,-0.0057,-0.0017,5.87
2023-06-01 10:00:00,NODE_08,27.3729,88.65823,26.85,20.74,-0.0007,0.0067,5.87
2023-06-01 10:00:00,NODE_09,27.32405,88.62626,26.48,20.9,-0.0071,0.0106,5.87
2023-06-01 10:00:00,NODE_10,27.28763,88.57017,26.33,21.23,0.0076,0.0021,5.87
2023-06-01 11:00:00,NODE_01,27.29535,88.6231,27.45,21.68,0.0189,0.0233,5.87
2023-06-01 11:00:00,NODE_02,27.35987,88.66507,26.99,21.21,-0.0212,0.0116,5.87
2023-06-01 11:00:00,NODE_03,27.32649,88.60522,26.75,21.24,-0.0052,0.0141,5.87
2023-06-01 11:00:00,NODE_04,27.36949,88.5676,26.49,21.41,0.0034,0.0003,5.87
2023-06-01 11:00:00,NODE_05,27.35503,88.67429,26.44,20.99,-0.002,0.0085,5.87
2023-06-01 11:00:00,NODE_06,27.3375,88.61639,26.97,21.24,-0.0141,-0.0018,5.87
2023-06-01 11:00:00,NODE_07,27.35687,88.65051,27.03,21.47,-0.0036,-0.0075,5.87
2023-06-01 11:00:00,NODE_08,27.3729,88.65823,26.37,21.02,-0.0006,0.0074,5.87
2023-06-01 11:00:00,NODE_09,27.32405,88.62626,26.62,21.42,-0.0071,0.011,5.87
2023-06-01 11:00:00,NODE_10,27.28763,88.57017,26.58,21.62,0.0071,0.0179,5.87
2023-06-01 12:00:00,NODE_01,27.29535,88.6231,27.58,22.28,-0.0055,0.0082,5.87
2023-06-01 12:00:00,NODE_02,27.35987,88.66507,26.87,22.18,-0.0005,0.0113,5.87
2023-06-01 12:00:00,NODE_03,27.32649,88.60522,27.1,22.61,0.0036,0.0027,5.87
2023-06-01 12:00:00,NODE_04,27.36949,88.5676,26.46,22.56,-0.0041,-0.0122,5.87
2023-06-01 12:00:00,NODE_05,27.35503,88.67429,27.14,22.23,0.0084,0.0059,5.87
2023-06-01 12:00:00,NODE_06,27.3375,88.61639,26.95,22.0,0.0121,0.0145,5.87
2023-06-01 12:00:00,NODE_07,27.35687,88.65051,26.41,22.7,-0.0064,0.0053,5.87
2023-06-01 12:00:00,NODE_08,27.3729,88.65823,27.62,21.59,0.0123,0.003,5.87
2023-06-01 12:00:00,NODE_09,27.32405,88.62626,26.22,22.14,0.0054,-0.0098,5.87
2023-06-01 12:00:00,NODE_10,27.28763,88.57017,26.73,22.16,0.0058,0.0095,5.87
2023-06-01 13:00:00,NODE_01,27.29535,88.6231,26.69,22.57,-0.0198,-0.0033,5.87
2023-06-01 13:00:00,NODE_02,27.35987,88.66507,27.1,22.02,-0.0148,-0.0036,5.87
2023-06-01 13:00:00,NODE_03,27.32649,88.60522,26.91,23.0,-0.029,0.0043,5.87
2023-06-01 13:00:00,NODE_04,27.36949,88.5676,26.97,22.59,0.0004,-0.0142,5.87
2023-06-01 13:00:00,NODE_05,27.35503,88.67429,26.26,22.77,-0.0049,0.0089,5.87
2023-06-01 13:00:00,NODE_06,27.3375,88.61639,26.85,22.82,-0.0069,-0.0142,5.87
2023-06-01 13:00:00,NODE_07,27.35687,88.65051,26.84,22.47,-0.0115,-0.0027,5.87
2023-06-01 13:00:00,NODE_08,27.3729,88.65823,26.18,22.69,-0.0131,-0.003,5.87
2023-06-01 13:00:00,NODE_09,27.32405,88.62626,27.02,22.85,0.0044,0.0067,5.87
2023-06-01 13:00:00,NODE_10,27.28763,88.57017,26.95,22.55,-0.0127,-0.0149,5.87
2023-06-01 14:00:00,NODE_01,27.29535,88.6231,27.55,23.07,0.0124,0.0125,5.87
2023-06-01 14:00:00,NODE_02,27.35987,88.66507,27.17,23.23,0.0162,-0.0005,5.87
2023-06-01 14:00:00,NODE_03,27.32649,88.60522,27.08,23.71,-0.0098,0.0013,5.87
2023-06-01 14:00:00,NODE_04,27.36949,88.5676,26.32,23.13,0.0016,-0.0035,5.87
2023-06-01 14:00:00,NODE_05,27.35503,88.67429,26.42,23.76,-0.0029,0.0158,5.87
2023-06-01 14:00:00,NODE_06,27.3375,88.61639,26.84,23.24,0.0053,-0.016,5.87
2023-06-01 14:00:00,NODE_07,27.35687,88.65051,26.53,23.06,0.0137,-0.0008,5.87
2023-06-01 14:00:00,NODE_08,27.3729,88.65823,26.76,23.34,0.0203,-0.0049,5.87
2023-06-01 14:00:00,NODE_09,27.32405,88.62626,26.47,23.31,0.0007,-0.0036,5.87
2023-06-01 14:00:00,NODE_10,27.28763,88.57017,27.05,23.23,0.0113,-0.0018,5.87
2023-06-01 15:00:00,NODE_01,27.29535,88.6231,26.78,23.8,0.0001,0.0069,5.87
2023-06-01 15:00:00,NODE_02,27.35987,88.66507,27.13,23.49,0.0018,-0.0006,5.87
2023-06-01 15:00:00,NODE_03,27.32649,88.60522,26.23,24.28,0.011,-0.0051,5.87
2023-06-01 15:00:00,NODE_04,27.36949,88.5676,27.06,23.35,0.004,-0.0125,5.87
2023-06-01 15:00:00,NODE_05,27.35503,88.67429,26.98,24.01,0.0057,0.0133,5.87
2023-06-01 15:00:00,NODE_06,27.3375,88.61639,26.78,23.85,-0.0128,0.0022,5.87
2023-06-01 15:00:00,NODE_07,27.35687,88.65051,26.41,23.48,0.0088,-0.0074,5.87
2023-06-01 15:00:00,NODE_08,27.3729,88.65823,26.01,24.3,-0.0003,-0.0092,5.87
2023-06-01 15:00:00,NODE_09,27.32405,88.62626,26.93,23.56,0.0082,0.0005,5.87
2023-06-01 15:00:00,NODE_10,27.28763,88.57017,27.75,23.83,-0.0106,0.0123,5.87
2023-06-01 16:00:00,NODE_01,27.29535,88.6231,28.03,24.08,0.011,0.0197,10.92
2023-06-01 16:00:00,NODE_02,27.35987,88.66507,27.29,24.38,-0.0091,0.0078,10.92
2023-06-01 16:00:00,NODE_03,27.32649,88.60522,27.27,24.6,0.01,-0.0,10.92
2023-06-01 16:00:00,NODE_04,27.36949,88.5676,27.32,23.76,0.0073,0.0052,10.92
2023-06-01 16:00:00,NODE_05,27.35503,88.67429,27.08,24.33,-0.002,0.0232,10.92
2023-06-01 16:00:00,NODE_06,27.3375,88.61639,27.41,24.49,0.0223,0.0139,10.92
2023-06-01 16:00:00,NODE_07,27.35687,88.65051,27.21,24.12,-0.0028,0.0172,10.92
2023-06-01 16:00:00,NODE_08,27.3729,88.65823,27.44,24.21,0.0058,-0.0056,10.92
2023-06-01 16:00:00,NODE_09,27.32405,88.62626,27.54,24.59,0.0025,0.0153,10.92
2023-06-01 16:00:00,NODE_10,27.28763,88.57017,27.03,23.7,-0.0011,-0.0082,10.92
2023-06-01 17:00:00,NODE_01,27.29535,88.6231,27.85,24.54,0.0028,-0.0155,10.92
2023-06-01 17:00:00,NODE_02,27.35987,88.66507,28.44,24.57,-0.007,0.0155,10.92
2023-06-01 17:00:00,NODE_03,27.32649,88.60522,27.86,24.8,0.0037,-0.0044,10.92
2023-06-01 17:00:00,NODE_04,27.36949,88.5676,27.15,24.73,-0.0078,-0.0041,10.92
2023-06-01 17:00:00,NODE_05,27.35503,88.67429,27.51,25.16,0.0112,0.0122,10.92
2023-06-01 17:00:00,NODE_06,27.3375,88.61639,28.18,24.78,-0.0144,0.0033,10.92
2023-06-01 17:00:00,NODE_07,27.35687,88.65051,26.97,25.29,0.0035,-0.0128,10.92
2023-06-01 17:00:00,NODE_08,27.3729,88.65823,27.63,24.36,0.0013,-0.013,10.92
2023-06-01 17:00:00,NODE_09,27.32405,88.62626,28.27,24.96,0.0207,-0.0067,10.92
2023-06-01 17:00:00,NODE_10,27.28763,88.57017,27.76,24.9,-0.0035,-0.0036,10.92
2023-06-01 18:00:00,NODE_01,27.29535,88.6231,28.48,25.15,0.0046,-0.0027,10.92
2023-06-01 18:00:00,NODE_02,27.35987,88.66507,28.52,25.58,-0.0189,0.0037,10.92
2023-06-01 18:00:00,NODE_03,27.32649,88.60522,28.68,25.17,0.0088,0.0096,10.92
2023-06-01 18:00:00,NODE_04,27.36949,88.5676,28.47,25.43,-0.0147,-0.0063,10.92
2023-06-01 18:00:00,NODE_05,27.35503,88.67429,28.79,25.45,-0.0092,-0.0067,10.92
2023-06-01 18:00:00,NODE_06,27.3375,88.61639,28.92,25.75,0.0007,-0.019,10.92
2023-06-01 18:00:00,NODE_07,27.35687,88.65051,27.96,25.82,0.0039,-0.004,10.92
2023-06-01 18:00:00,NODE_08,27.3729,88.65823,28.76,25.27,-0.0173,0.0136,10.92
2023-06-01 18:00:00,NODE_09,27.32405,88.62626,28.53,25.43,-0.0005,0.0093,10.92
2023-06-01 18:00:00,NODE_10,27.28763,88.57017,28.14,25.42,0.0035,-0.0039,10.92
2023-06-01 19:00:00,NODE_01,27.29535,88.6231,28.52,25.81,0.0036,-0.0046,10.92
2023-06-01 19:00:00,NODE_02,27.35987,88.66507,28.63,26.02,-0.011,0.0197,10.92
2023-06-01 19:00:00,NODE_03,27.32649,88.60522,28.13,26.37,0.0022,-0.002,10.92
2023-06-01 19:00:00,NODE_04,27.36949,88.5676,27.7,25.95,0.0008,-0.0076,10.92
2023-06-01 19:00:00,NODE_05,27.35503,88.67429,28.76,25.7,-0.0114,0.0085,10.92
2023-06-01 19:00:00,NODE_06,27.3375,88.61639,28.07,25.94,-0.0212,-0.0168,10.92
2023-06-01 19:00:00,NODE_07,27.35687,88.65051,28.69,25.95,0.0234,0.0011,10.92
2023-06-01 19:00:00,NODE_08,27.3729,88.65823,28.37,25.76,-0.0106,0.0184,10.92
2023-06-01 19:00:00,NODE_09,27.32405,88.62626,28.83,25.9,-0.0085,0.0046,10.92
2023-06-01 19:00:00,NODE_10,27.28763,88.57017,28.81,26.47,-0.0048,0.0057,10.92
2023-06-01 20:00:00,NODE_01,27.29535,88.6231,29.6,26.22,0.007,-0.0197,10.92
2023-06-01 20:00:00,NODE_02,27.35987,88.66507,28.44,27.0,0.0102,0.009,10.92
2023-06-01 20:00:00,NODE_03,27.32649,88.60522,27.33,26.58,0.0056,-0.015,10.92
2023-06-01 20:00:00,NODE_04,27.36949,88.5676,28.6,26.26,-0.0175,0.0026,10.92
2023-06-01 20:00:00,NODE_05,27.35503,88.67429,28.62,26.05,0.003,0.0071,10.92
2023-06-01 20:00:00,NODE_06,27.3375,88.61639,28.26,26.56,-0.0004,0.001,10.92
2023-06-01 20:00:00,NODE_07,27.35687,88.65051,28.47,26.65,0.0087,-0.0025,10.92
2023-06-01 20:00:00,NODE_08,27.3729,88.65823,28.87,26.25,-0.0052,-0.0194,10.92
2023-06-01 20:00:00,NODE_09,27.32405,88.62626,28.88,26.59,-0.0055,-0.0019,10.92
2023-06-01 20:00:00,NODE_10,27.28763,88.57017,28.78,26.47,-0.0016,-0.0154,10.92
2023-06-01 21:00:00,NODE_01,27.29535,88.6231,28.62,27.2,0.0228,0.0106,10.92
2023-06-01 21:00:00,NODE_02,27.35987,88.66507,28.38,27.15,0.0223,-0.0023,10.92
2023-06-01 21:00:00,NODE_03,27.32649,88.60522,27.84,27.84,-0.0032,-0.0168,10.92
2023-06-01 21:00:00,NODE_04,27.36949,88.5676,28.18,26.95,-0.0032,0.0004,10.92
2023-06-01 21:00:00,NODE_05,27.35503,88.67429,28.62,26.79,0.004,0.0192,10.92
2023-06-01 21:00:00,NODE_06,27.3375,88.61639,28.11,27.26,-0.0043,-0.0118,10.92
2023-06-01 21:00:00,NODE_07,27.35687,88.65051,27.85,27.04,0.0083,-0.0076,10.92
2023-06-01 21:00:00,NODE_08,27.3729,88.65823,28.1,27.07,0.0099,0.0029,10.92
2023-06-01 21:00:00,NODE_09,27.32405,88.62626,28.38,26.47,0.0047,0.0037,10.92
2023-06-01 21:00:00,NODE_10,27.28763,88.57017,28.1,26.83,0.0162,0.0063,10.92
2023-06-01 22:00:00,NODE_01,27.29535,88.6231,27.94,27.94,0.0097,-0.0027,10.92
2023-06-01 22:00:00,NODE_02,27.35987,88.66507,27.93,27.48,0.0073,0.0083,10.92
2023-06-01 22:00:00,NODE_03,27.32649,88.60522,28.2,27.53,0.0012,-0.0173,10.92
2023-06-01 22:00:00,NODE_04,27.36949,88.5676,28.97,26.95,-0.0051,0.002,10.92
2023-06-01 22:00:00,NODE_05,27.35503,88.67429,28.13,27.52,-0.0086,-0.0097,10.92
2023-06-01 22:00:00,NODE_06,27.3375,88.61639,28.0,27.77,0.0114,0.0014,10.92
2023-06-01 22:00:00,NODE_07,27.35687,88.65051,28.45,27.23,0.0004,-0.0181,10.92
2023-06-01 22:00:00,NODE_08,27.3729,88.65823,27.59,27.15,-0.0138,0.0027,10.92
2023-06-01 22:00:00,NODE_09,27.32405,88.62626,28.36,27.66,0.0049,0.0025,10.92
2023-06-01 22:00:00,NODE_10,27.28763,88.57017,29.05,27.71,-0.013,-0.0062,10.92
2023-06-01 23:00:00,NODE_01,27.29535,88.6231,28.57,27.8,-0.0158,0.0074,10.92
2023-06-01 23:00:00,NODE_02,27.35987,88.66507,28.46,28.18,-0.0009,0.0171,10.92
2023-06-01 23:00:00,NODE_03,27.32649,88.60522,28.2,28.76,-0.0063,0.0062,10.92
2023-06-01 23:00:00,NODE_04,27.36949,88.5676,28.61,28.19,0.0049,0.0018,10.92
2023-06-01 23:00:00,NODE_05,27.35503,88.67429,28.1,28.14,0.0134,0.0056,10.92
2023-06-01 23:00:00,NODE_06,27.3375,88.61639,27.53,28.43,-0.0043,0.002,10.92
2023-06-01 23:00:00,NODE_07,27.35687,88.65051,27.83,28.8,-0.0043,-0.0069,10.92
2023-06-01 23:00:00,NODE_08,27.3729,88.65823,28.27,28.11,-0.0086,0.0021,10.92
2023-06-01 23:00:00,NODE_09,27.32405,88.62626,27.96,28.64,0.0021,-0.0116,10.92
2023-06-01 23:00:00,NODE_10,27.28763,88.57017,27.9,28.21,-0.0,-0.0001,10.92
2023-06-02 00:00:00,NODE_01,27.29535,88.6231,27.99,28.84,0.0045,0.0236,10.92
2023-06-02 00:00:00,NODE_02,27.35987,88.66507,29.27,28.4,-0.0043,0.02,10.92
2023-06-02 00:00:00,NODE_03,27.32649,88.60522,28.81,28.64,0.0126,-0.0115,10.92
2023-06-02 00:00:00,NODE_04,27.36949,88.5676,27.71,28.64,0.0198,-0.0007,10.92
2023-06-02 00:00:00,NODE_05,27.35503,88.67429,27.87,27.99,0.0192,-0.0068,10.92
2023-06-02 00:00:00,NODE_06,27.3375,88.61639,28.14,28.85,0.0114,-0.0049,10.92
2023-06-02 00:00:00,NODE_07,27.35687,88.65051,28.42,29.08,0.0138,-0.0096,10.92
2023-06-02 00:00:00,NODE_08,27.3729,88.65823,28.03,28.79,0.0016,-0.0059,10.92
2023-06-02 00:00:00,NODE_09,27.32405,88.62626,27.74,28.75,-0.0085,-0.0061,10.92
2023-06-02 00:00:00,NODE_10,27.28763,88.57017,28.54,28.69,-0.0111,-0.0022,10.92
2023-06-02 01:00:00,NODE_01,27.29535,88.6231,28.05,29.29,0.0114,-0.0035,12.27
2023-06-02 01:00:00,NODE_02,27.35987,88.66507,28.09,29.46,-0.0096,0.0119,12.27
2023-06-02 01:00:00,NODE_03,27.32649,88.60522,28.47,29.6,0.0152,0.003,12.27
2023-06-02 01:00:00,NODE_04,27.36949,88.5676,27.43,29.7,-0.0194,-0.0103,12.27
2023-06-02 01:00:00,NODE_05,27.35503,88.67429,28.31,29.08,-0.0063,0.0051,12.27
2023-06-02 01:00:00,NODE_06,27.3375,88.61639,28.43,29.4,-0.0102,0.0181,12.27
2023-06-02 01:00:00,NODE_07,27.35687,88.65051,28.2,29.29,0.0065,0.0168,12.27
2023-06-02 01:00:00,NODE_08,27.3729,88.65823,27.51,29.53,0.0047,0.0102,12.27
2023-06-02 01:00:00,NODE_09,27.32405,88.62626,28.75,29.24,0.0111,-0.0105,12.27
2023-06-02 01:00:00,NODE_10,27.28763,88.57017,28.82,28.89,0.0067,0.006,12.27
2023-06-02 02:00:00,NODE_01,27.29535,88.6231,28.71,29.97,0.012,-0.0042,12.27
2023-06-02 02:00:00,NODE_02,27.35987,88.66507,28.38,30.03,0.0206,0.0003,12.27
2023-06-02 02:00:00,NODE_03,27.32649,88.60522,28.38,30.23,0.0138,0.0014,12.27
2023-06-02 02:00:00,NODE_04,27.36949,88.5676,28.05,29.62,0.0227,-0.0073,12.27
2023-06-02 02:00:00,NODE_05,27.35503,88.67429,28.14,29.67,0.0149,-0.0021,12.27
2023-06-02 02:00:00,NODE_06,27.3375,88.61639,28.29,29.66,-0.0028,0.0059,12.27
2023-06-02 02:00:00,NODE_07,27.35687,88.65051,28.22,29.43,-0.0083,0.0226,12.27
2023-06-02 02:00:00,NODE_08,27.3729,88.65823,27.93,29.69,0.0044,0.0041,12.27
